"asv","Genus","clr_1","clr_0.5","clr_0.1","rclr","rclr_optspace","pa","n_transforms","transforms"
"23e57d22717a53eea9963f3b2112655f","Acetobacteraceae Family",1.44351559307057e-05,4.12634504493099e-05,4.15004469560026e-05,0.0001797228349901,0.000175406795048058,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"afc8be1bf12a273aee66a9cf23603a63","Acetobacteraceae Family",0.00258444027273214,0.0026818261100909,0.00413035785050487,0.000473603338047747,-0.000232135044552242,0.00204115176243225,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"ef24d427e3b1d810ed78fd31347e4252","Acetobacteraceae Family",0.000209760432559296,0.000204245981058795,0.00023883419788254,0.000344516845535098,0.000322990155574804,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"3d5baff45729bf2214074c2e9f77ad10","Acinetobacter",7.59034579640671e-05,7.59034579640671e-05,5.34263175193114e-05,6.36984302164746e-05,0.000172949069477107,-7.17781104411267e-05,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"b7a6de9f78e6c96910566ca3f2778318","Armatimonadaceae Family",0.00590565175270791,0.0061266028876023,0.00195205536636995,0.00195467987983549,0.00024870654324754,-1.10208170303159e-06,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"37c9c05391818c7a6ffa38262321f5fc","CL500-29 marine group",0.00170511718416697,0.00170511718416697,0.00215259235907601,0,0.000297578269190261,0.0172912496545919,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"ff66b771cf24ac801cd8e74b446791a6","CL500-29 marine group",0.001356008213809,0.00141235966904394,0.00101758916551642,NA,0.00096260139555404,0.00282175153051946,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"794fea1efb1825bf0a088dd1c923bca0","Candidatus Amoebophilus",0.00138662297743139,0.00139037098017315,0.000882084194045061,0.00090091826077009,8.66498841714781e-05,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"7402c6fd98e177d4694261a9dd23eac6","Candidatus Berkiella",0.00189090863288119,0.00190159471285664,0.00213589789348009,0,0.00017824494337297,0.000437498597954072,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"8d4b51998b3310a1e96483dae8166a38","Candidatus Ovatusbacter",0.000382519468655458,0.000444725406344279,0.000523312775700898,-3.2892740708027e-05,0.000254370925991076,7.44293490617998e-05,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"60c62612dc5338eb921aa2f7d765ae55","Cephaloticoccus",0.000617949882014414,0.000609827491442048,0.000759878252291027,3.4698707501575e-05,-5.43653200661641e-05,1.12432907552305e-05,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"2d2cfe3970153f65df6fb6d1a6da95cf","Chitinophagaceae Family",0.00043184670730104,0.00043184670730104,0.000519786631278197,0.000314123644216904,0.00093844255554827,0,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"79cb0502666fb336451226c33970ec67","Chitinophagaceae Family",0.00285245094149937,0.00283159676963876,0.00303927284687325,0,0.000913390386142564,0.000532510284066366,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"27dd7e35cd564c093c78eb0ccb36c808","Chthoniobacter",0.00139837218292925,0.00139837218292925,NA,2.46929029517698e-05,6.52384509492059e-05,0.00116301460780775,5,"clr_1;clr_0.5;rclr;rclr_optspace;pa"
"48e44d7f0b561b30935a67c41c75101d","Chthoniobacter",0.00119166025962792,0.00139342620699164,0.00252304220745646,3.69870450746749e-05,1.86139794092129e-05,-0.000270022770264314,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"9b4645c464d957064aed5e31e37b75f9","Comamonadaceae Family",0.000321450639437236,0.000147534411858607,0.000147534411858607,0.000234388196965105,-0.000349415026392732,0.000425643012713011,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"df824eff77d1e1a62e26119a49a422de","Comamonadaceae Family",0.00240393494980647,0.0019667389646224,0.00238388462121323,0,9.52291934637796e-05,3.49498933504071e-05,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"7017030b94462f54ca0141f11f705833","Dankookia",0.00221514591138076,0.00219138109673955,0.00235385458582826,-0.000122753910493264,8.3378556691567e-05,5.84758016530093e-05,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"fc24096138e3cf0b2775bd2b8e01b5b2","Deinococcus",0.00127854734174988,0.00127854734174988,0.00061214395675828,0.000946340539905253,-0.000440225839135805,0.00189481025073857,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"2a4e8c5c2d9ffd70f271583b796168df","Dolichospermum",0.00227196479049017,0.00226623252622224,0.00238989957509189,0.000235290564645824,1.22220087436838e-06,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"482f65b152c5702150de2b27ea2c9521","Endobacter",0.00034667320510082,0.00034667320510082,0.000617496090963036,0.000149319805987179,0.000449706325048229,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"9e36c8c025b5170a2b5af14dc13bf3bf","Eremiobacteria Class",0.00263459104669004,0.0024282844261049,0.00277231522291327,-6.84311271130878e-05,0.000501859769811674,2.48865203760499e-05,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"6510fa10b181e1f66b763278c64bf2ed","Ferruginibacter",3.9189205869226e-05,3.9189205869226e-05,-2.69462008244244e-05,0.00267507519589912,0.00119469523817608,0.000221778995146365,5,"clr_1;clr_0.5;rclr;rclr_optspace;pa"
"1e046bb4b737284bdbae0d7b21a6ddbe","Fibrisoma",0.000650579869237124,0.00105281864048663,0.00113556465622066,-0.000216405991796971,3.01238256247707e-05,0.000539247591272358,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"27ec05c431a025fda07b2a8e37f2bf93","Fimbriiglobus",0.00115230060647527,0.00115230060647527,0.00126349793123812,-0.00169416337027397,0.000236839724641339,0.00942060729345844,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"67af8ea66a8349d04cd4bda199abe5da","Fimbriiglobus",0.00176660015544774,0.00176660015544774,0.00196220190877352,0.0025705301140764,0.000183369243696319,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"768d500dec54c80d5ef769902dadd792","Fimbriiglobus",0.00176403203758953,0.00168956497089286,0.00250041681556807,0.00657485454223713,0.00408308073958471,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"fca1ed7792b0c80cd00c60203ba400e8","Flavobacterium",6.59846968689777e-05,6.59846968689777e-05,-2.71120602307496e-05,0.00196696685035357,0.00069373569115499,0.000374294093960855,5,"clr_1;clr_0.5;rclr;rclr_optspace;pa"
